Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-09-24,Shalv Som,Ajmer,3,0,1323,6884877
2023-09-08,Dhruv Chauhan,Anantapur,2,1,932,9225913
2023-09-17,Amira Deshpande,Guwahati,2,1,1574,8285649
2023-09-29,Rati Vasa,Panvel,1,0,685,4262749
2023-09-12,Zain Ahluwalia,Belgaum,2,1,645,2111077
2023-09-14,Rania Dey,Purnia,1,2,982,7720784
2023-09-17,Vaibhav Konda,Guntakal,4,1,1742,9613879
2023-09-06,Armaan Acharya,Srinagar,2,1,1166,3929565
2023-10-01,Ishaan Keer,Motihari,4,0,1582,4375788
2023-09-15,Mishti Wable,Unnao,2,0,742,8972632
2023-09-20,Jayant Biswas,Suryapet,1,0,1709,3619329
2023-09-29,Ira Gandhi,Haldia,3,1,1750,7647015
2023-10-01,Ela Mani,Ambarnath,3,1,1285,6539270
2023-09-21,Anvi Chandran,Srinagar,3,0,1303,4597140
2023-10-02,Krish Goel,Gurgaon,1,2,1062,5436182
2023-09-05,Siya Krishna,Nandyal,3,0,788,6962542
2023-09-18,Anvi Kaul,Sasaram,3,0,1722,3970966
2023-09-22,Jivika Barman,Dibrugarh,1,0,792,2519188
2023-09-08,Jayan Bal,Adoni,4,2,1777,1405983
2023-09-13,Kismat Bali,Tezpur,4,1,985,6999838
2023-09-13,Ritvik Dyal,Tadipatri,4,0,880,2818705
2023-09-20,Aaina Venkatesh,Khandwa,3,1,835,6621749
2023-09-28,Ehsaan Kar,Sangli-Miraj & Kupwad,4,1,675,4891390
2023-10-02,Akarsh Garg,Purnia,2,2,588,5851771
2023-09-17,Abram Wadhwa,Avadi,4,2,1766,4650414
2023-09-29,Heer Sant,Korba,1,0,936,1960147
2023-09-16,Shalv Dora,Davanagere,1,0,569,4147139
2023-09-09,Jivin Kannan,Ambarnath,4,0,802,1224829
2023-09-21,Akarsh Kunda,Khandwa,4,0,763,7296418
2023-09-23,Mamooty Sarin,Alappuzha,4,0,1140,9256175
2023-09-12,Mannat Kibe,Ramagundam,1,2,745,3668592
2023-09-29,Romil Raju,Buxar,1,2,1273,1913750
2023-09-17,Jayan Raman,Thrissur,4,1,1032,3705890
2023-09-13,Renee Sehgal,Ratlam,1,1,1594,2626304
2023-09-20,Bhamini Lata,Sambalpur,3,2,1976,5304782
2023-09-29,Yuvraj  Ghose,Bally,4,1,632,8783160
2023-10-01,Azad Raj,Berhampore,1,2,676,5545206
2023-09-15,Trisha Kashyap,Malda,1,2,1842,4528611
2023-09-18,Piya Saran,Vellore,4,2,547,6590704
2023-09-21,Sahil Sarkar,Madhyamgram,4,0,1270,4175505
2023-09-17,Piya Chandra,Sri Ganganagar,3,2,522,9600724
2023-09-28,Nirvi Shankar,Motihari,3,1,1611,6123688
2023-09-28,Ryan Seshadri,Ahmedabad,4,0,504,1023296
2023-09-24,Ranbir Mandal,Thane,4,1,1602,3569832
2023-10-01,Hazel Venkatesh,Shivpuri,3,0,1774,8688803
2023-09-23,Aarush Chopra,Davanagere,4,2,699,4782110
2023-09-17,Shray Bansal,Bidar,1,1,1492,8424196
2023-09-25,Lagan Setty,Kurnool,2,1,1874,7577155
2023-09-14,Neysa Mani,Tadipatri,4,1,924,1614818
2023-09-04,Jayesh Lad,Kumbakonam,1,2,1296,5596855
2023-09-29,Yasmin Bath,Gangtok,3,0,1062,6091260
2023-09-23,Arnav Sharaf,Phusro,2,1,1376,5173043
2023-09-23,Bhamini Kaul,Chinsurah,4,0,605,4862451
2023-09-05,Divij Dugar,Jamnagar,2,1,755,9498661
2023-09-05,Yuvaan Mand,Ongole,3,0,1896,7373163
2023-09-20,Raunak Gaba,Bally,1,1,1020,4904003
2023-09-07,Myra Iyengar,Alwar,2,0,1226,3188497
2023-09-24,Krish Sule,Bhind,2,1,1286,6436098
2023-09-19,Yasmin Bedi,Aurangabad,1,2,1644,4647520
2023-09-21,Ritvik Walia,Karnal,4,2,578,2489472
2023-09-09,Tejas Ratta,Ramagundam,3,2,1271,8655564
2023-09-21,Alisha Bali,Serampore,1,2,675,2046469
2023-09-27,Onkar Salvi,Korba,4,0,1329,1970038
2023-09-09,Biju Gulati,Gulbarga,1,1,980,2042827
2023-09-24,Aayush Kaur,Kanpur,2,1,1286,3923056
2023-09-12,Devansh Ghosh,Junagadh,1,0,1740,7897076
2023-09-14,Dhanuk Salvi,Mahbubnagar,2,1,957,6482579
2023-10-01,Siya Deshmukh,Amaravati,3,2,886,8424967
2023-09-28,Aaina Kapoor,Nagaon,3,1,1219,3688011
2023-09-14,Neysa Suri,Malegaon,3,0,1931,2751475
2023-09-20,Kartik Khanna,Tadipatri,2,2,561,7860892
2023-09-04,Hazel Baral,Mathura,4,2,723,2853102
2023-09-23,Gatik Bhardwaj,Jaipur,1,1,1455,8427890
2023-09-20,Jhanvi Chada,Raipur,3,0,1042,3321813
2023-09-08,Kavya Sawhney,Silchar,2,0,1686,6911979
2023-09-18,Tara Bora,Chinsurah,4,2,674,9454358
2023-09-04,Manikya Kamdar,Kumbakonam,2,1,1258,1788265
2023-09-20,Akarsh Doctor,Nashik,2,2,1369,2208556
2023-09-12,Ira Handa,South Dumdum,4,0,1690,9088356
2023-09-17,Shalv Krishna,Bhagalpur,3,0,658,1152058
2023-09-20,Inaaya  Jha,Guntur,2,0,575,1547242
2023-09-09,Lagan Dora,Bihar Sharif,4,2,1391,8043788
2023-09-25,Jivika Bajwa,Bangalore,1,1,1878,4941396
2023-09-24,Nitara Kohli,Bhavnagar,1,0,1087,3957527
2023-09-13,Indrans Deep,Ahmednagar,2,1,953,2021348
2023-09-29,Heer Handa,Singrauli,4,0,530,3132561
2023-09-12,Saksham Gill,Udupi,3,1,649,3128845
2023-09-25,Aayush Agate,Kalyan-Dombivli,1,1,1496,3599793
2023-09-26,Chirag Bawa,Mirzapur,2,0,1289,1436703
2023-10-01,Hazel Madan,Nanded,3,0,1299,1666746
2023-09-30,Saanvi Devan,Amroha,3,1,1004,5116049
2023-09-09,Anay Cherian,Nadiad,2,2,1294,1674218
2023-09-23,Badal Dixit,Thiruvananthapuram,4,2,1075,5507871
2023-09-23,Ishita Jaggi,Aizawl,4,2,713,4609730
2023-09-05,Kiara Ratta,Kumbakonam,2,2,1281,5573911
2023-09-07,Aarush Chawla,Tiruvottiyur,3,2,774,7051440
2023-09-06,Madhav Chadha,Patna,2,1,1373,8209832
2023-09-06,Dharmajan Shankar,Loni,2,0,1461,4141010
2023-09-22,Arhaan Agate,Nanded,4,1,1744,5183188
2023-09-17,Vanya Cheema,Jamshedpur,3,2,1291,7612351
2023-09-06,Jhanvi Rastogi,Orai,4,0,985,4934438
2023-09-05,Vritika Tripathi,Vijayanagaram,2,0,1306,1451664
2023-09-29,Navya Srivastava,Latur,1,0,507,4012381
2023-09-17,Suhana Mandal,Rohtak,1,1,766,8935616
2023-09-18,Suhana Saraf,Khammam,2,0,1481,9803236
2023-10-01,Tanya Chadha,Burhanpur,1,1,1571,3577530
2023-09-06,Amira Krish,Erode,3,1,1314,4284116
2023-09-12,Nirvi Bobal,Miryalaguda,3,0,1093,9114979
2023-09-08,Aaryahi Dasgupta,Raiganj,1,0,1492,1018150
2023-09-06,Hazel Kadakia,Kolhapur,3,0,1771,6907601
2023-09-28,Fateh Kakar,Jabalpur,1,0,1772,3233557
2023-09-06,Neysa Bora,Bhagalpur,4,0,1130,5509171
2023-09-26,Prisha Rout,Proddatur,1,2,1774,6866319
2023-10-01,Purab Salvi,Ichalkaranji,4,2,1365,4859245
2023-10-01,Oorja Master,Serampore,2,2,827,8678020
2023-09-19,Keya Ray,Kishanganj,2,2,777,6461907
2023-09-22,Jivin Verma,Saharsa,3,2,761,4032002
2023-09-11,Trisha De,Jaunpur,4,0,1255,9034498
2023-09-27,Kashvi Ramaswamy,Begusarai,3,0,1876,7304172
2023-09-09,Vardaniya Gole,Ballia,2,1,1904,2130272
2023-09-10,Kiaan Bhasin,Ongole,4,0,1315,7158050
2023-09-06,Damini Ganguly,Motihari,1,0,1095,3901249
2023-09-22,Nishith Sachar,Motihari,4,1,1757,5324169
2023-09-07,Kanav Keer,Naihati,1,2,894,1696452
2023-09-09,Ahana  Shan,Tiruppur,4,1,550,3525902
2023-09-04,Lakshay Verma,Morena,3,2,1196,8953678
2023-09-28,Shalv Sood,Dharmavaram,3,1,1860,1461037
2023-10-02,Manikya Shetty,Khandwa,1,1,706,2851870
2023-09-18,Umang Soni,Shivpuri,2,0,1249,5903378
2023-09-28,Zara Sachdeva,Gwalior,1,1,1255,7750700
2023-09-06,Seher Toor,Bareilly,4,1,1286,9408321
2023-09-14,Mohanlal Doshi,Kota,4,0,834,1449146
2023-09-09,Hiran Sastry,Amaravati,4,1,1227,3220848
2023-09-29,Mamooty Sachar,Tumkur,2,2,1849,4140622
2023-09-22,Pihu Kadakia,Etawah,3,1,875,9738792
2023-09-11,Pihu Deo,Khora ,2,1,1788,9348674
2023-09-15,Pranay Thakkar,Agra,2,0,571,9329676
2023-09-05,Kaira Kuruvilla,Eluru,2,2,635,5095144
2023-09-16,Neelofar Sampath,Delhi,3,0,1691,7600148
2023-09-17,Abram Dani,Sambhal,4,2,1639,3255741
2023-09-28,Ranbir Kata,Muzaffarpur,3,0,1419,5646221
2023-09-24,Jayesh Rana,Nagercoil,4,1,1228,4689679
2023-09-20,Vivaan Chaudry,Alappuzha,1,1,1089,4201526
2023-09-26,Samaira Chopra,Phagwara,1,2,843,9708401
2023-09-26,Ojas Rajagopal,Kadapa,1,0,1469,2062594
2023-09-18,Sahil Dara,Moradabad,2,1,1925,2360390
2023-09-23,Myra Balay,Panvel,4,0,1025,4737823
2023-09-30,Ela Lanka,Ichalkaranji,3,2,1216,8763060
2023-09-22,Jhanvi Bhattacharyya,Tiruppur,4,2,1877,1193203
2023-10-02,Jivika Bajaj,Rajpur Sonarpur,2,2,1411,8276377
2023-09-28,Rasha Sarraf,Udaipur,2,2,1137,2939313
2023-10-02,Kashvi Bedi,Tadepalligudem,3,0,1555,5160158
2023-09-05,Purab Arora,Bongaigaon,2,2,547,1288631
2023-09-21,Rania Saha,Nadiad,1,0,1560,6651746
2023-09-23,Amira Vohra,Amroha,1,2,1988,9401094
2023-09-10,Renee Chada,Haridwar,3,0,734,5397316
2023-10-01,Ahana  Wable,Etawah,3,2,1025,4711216
2023-09-18,Anika Wali,Madhyamgram,4,2,1488,6289701
2023-09-15,Madhup Chana,Saharsa,3,2,1972,6782734
2023-09-11,Tara Gera,Kurnool,3,1,940,5298794
2023-09-14,Stuvan Banik,Secunderabad,4,0,741,7800405
2023-09-10,Prisha Dyal,Lucknow,1,1,1523,5520350
2023-09-04,Jayan Chand,Panihati,1,2,1272,3092409
2023-10-02,Urvi Sule,Gandhidham,3,0,1778,5423013
2023-09-08,Amira Edwin,Uluberia,3,1,1975,9304659
2023-09-07,Parinaaz Bera,Mathura,4,0,796,7408356
2023-09-21,Aradhya Dutt,Ramgarh,4,0,1775,2765754
2023-09-13,Ela Agrawal,Kurnool,1,1,1246,5314186
2023-09-21,Tiya Ramaswamy,Giridih,1,0,1200,3185008
2023-10-02,Uthkarsh Bhalla,Hindupur,4,0,1270,6991704
2023-09-27,Shayak Ranganathan,Junagadh,1,0,880,1124073
2023-09-26,Anahita Garde,Ajmer,4,2,1181,5904398
2023-09-21,Aaryahi Tara,Bijapur,4,2,1624,9327864
2023-10-01,Abram Kant,Korba,1,1,593,6478379
2023-09-27,Rohan Upadhyay,Pali,2,0,1505,2584047
2023-09-08,Lakshit Konda,Ambarnath,4,0,819,3765806
2023-09-30,Suhana Vohra,Suryapet,1,0,1784,2953808
2023-09-05,Badal Bakshi,Bhopal,4,1,1009,1488153
2023-09-21,Ahana  Shenoy,Aligarh,1,0,1806,8238216
2023-09-25,Reyansh Rajan,Sangli-Miraj & Kupwad,1,1,522,8998177
2023-09-15,Romil Kumar,Satara,1,2,2000,9661029
2023-09-24,Shaan Kata,Ahmednagar,4,2,1377,4787594
2023-09-26,Keya Ganesh,Darbhanga,2,1,1867,2475595
2023-09-24,Elakshi Chad,Khora ,4,1,1355,1195909
2023-09-28,Lakshit Baral,Etawah,3,2,1166,8923276
2023-10-02,Nayantara Mallick,Sultan Pur Majra,1,0,931,3001831
2023-09-29,Ira Bera,Surendranagar Dudhrej,2,2,1075,1487159
2023-09-10,Anaya Mane,Firozabad,4,2,1538,7341616
2023-09-13,Hunar Rana,Tadipatri,3,0,1330,2409061
2023-09-26,Armaan Hari,Bokaro,4,1,989,7218619
2023-09-06,Aarna Bali,Katni,3,2,1653,8981757
2023-09-25,Yuvraj  Chahal,Kota,3,2,1339,4959991
2023-09-14,Devansh Suresh,Naihati,2,0,1209,9779118
2023-10-01,Farhan Kannan,Nanded,4,0,1208,2661291
2023-09-14,Kismat Kaul,Firozabad,2,0,1828,8607494
2023-09-13,Riya Loke,Kadapa,4,0,1147,5882585
2023-09-06,Vedika Guha,Tadepalligudem,3,1,687,3301953
2023-09-13,Shanaya Shukla,Kulti,2,1,1755,4092156
2023-09-09,Kavya Bobal,Bihar Sharif,3,2,1486,1288186
2023-09-08,Aarav Kunda,Gopalpur,2,1,1359,8337976
2023-09-22,Kaira Singh,Gorakhpur,1,2,1853,3337713
2023-10-01,Ishaan Anne,Katni,4,2,1766,6184838
2023-10-02,Anvi Dash,Tinsukia,1,1,927,6478631
2023-09-05,Aarna Magar,Nandyal,2,0,1770,8319752
2023-09-29,Amani Bhatnagar,New Delhi,2,2,602,6353540
2023-09-06,Vanya Loyal,Ozhukarai,2,0,1538,8227399
2023-09-12,Kaira Bhalla,Meerut,4,1,1053,9010467
2023-09-10,Jivika Kohli,Bhimavaram,4,0,634,4285499
2023-09-08,Miraan Bala,Panvel,2,1,1400,7833570
2023-10-02,Jayesh Srivastava,Rohtak,4,1,1432,9728167
2023-09-24,Riaan Manda,Vijayanagaram,2,2,522,2267691
2023-09-09,Veer Kalita,Ongole,2,0,1787,8127791
2023-09-23,Pihu Subramanian,Narasaraopet,2,0,1579,5768519
2023-10-02,Anahi Jha,Thane,4,2,694,4023966
2023-09-19,Nehmat Bahri,Tiruvottiyur,2,0,515,4500685
2023-09-19,Stuvan Shetty,Sambalpur,3,1,1674,6347774
2023-09-09,Manjari Doctor,Ranchi,4,1,901,8897722
2023-09-17,Riya Varkey,Lucknow,2,2,1989,6937974
2023-09-27,Ranbir Bora,Dehri,1,0,971,2129629
2023-09-15,Gokul Swamy,Silchar,2,2,1328,1670627
2023-09-14,Vedika Varkey,Navi Mumbai,1,2,1297,2373006
2023-09-30,Kavya Dhar,Parbhani,4,0,1871,8129453
2023-09-11,Farhan Dass,Haridwar,4,1,1897,4998765
2023-09-14,Samiha Joshi,Begusarai,3,1,945,9592302
2023-09-08,Dhanush Agrawal,Durgapur,2,1,1350,6938244
2023-09-16,Dishani De,Tinsukia,3,2,941,7222291
2023-09-19,Yuvraj  Kuruvilla,Amritsar,1,2,1037,1444973
2023-09-07,Yasmin Datta,Vellore,3,1,818,4278412
2023-09-21,Azad Sharaf,Latur,2,1,1463,6065362
2023-09-15,Farhan Andra,Amritsar,4,2,1322,4760765
2023-09-27,Fateh Balay,Nagpur,3,1,975,4936288
2023-09-22,Devansh Maharaj,Bally,4,0,790,9061242
2023-09-12,Rasha Choudhary,Madanapalle,4,1,1212,2519871
2023-09-25,Nayantara Bhatti,Gorakhpur,4,0,1910,2058547
2023-09-20,Lakshit Biswas,Dehradun,3,1,1234,6501580
2023-09-11,Samar Date,Gandhidham,4,1,610,6395849
2023-09-12,Nirvi Salvi,Bhopal,2,1,729,7468532
2023-09-12,Oorja Mani,Vellore,1,0,1261,3368301
2023-09-16,Shamik Mangal,Junagadh,1,1,1961,4409972
2023-09-26,Purab Biswas,Udaipur,1,0,1912,1889041
2023-09-15,Zara Kalla,Erode,3,2,794,6260568
2023-09-13,Tanya Kala,Kolhapur,1,2,1145,7296115
2023-09-11,Ira Brar,Karawal Nagar,1,1,675,3285455
2023-09-07,Tiya Char,Kurnool,2,2,1518,3622697
2023-09-12,Dhruv Gupta,Aurangabad,4,1,1843,4242967
2023-09-14,Mamooty Bhattacharyya,Ramagundam,4,0,1967,8402145
2023-09-11,Vanya Keer,Akola,4,2,541,9262920
2023-09-26,Jiya Srinivas,Erode,3,0,1680,4001745
2023-09-29,Ela Chaudhari,Chandigarh,3,1,977,6623116
2023-09-07,Myra Sharaf,Anantapur,3,1,669,5182363
2023-09-28,Saksham Chopra,Raurkela Industrial Township,1,0,1382,7402160
2023-09-07,Taran Sarraf,Bikaner,1,0,1744,2416076
2023-09-25,Mamooty Mall,Gaya,1,1,1103,3113517
2023-09-24,Yashvi Borde,Kadapa,2,0,1513,9729281
2023-09-17,Arnav Kothari,Mangalore,4,2,1072,5486186
2023-09-19,Chirag Boase,Khora ,4,0,1897,1485454
2023-10-02,Jayan Khosla,Bardhaman,2,2,1946,1731837
2023-09-05,Manjari Kothari,Ramgarh,2,1,1170,3673998
2023-09-07,Himmat Venkataraman,Gandhinagar,1,2,1759,4995477
2023-09-08,Saanvi Sathe,Gopalpur,4,0,1993,2177819
2023-09-05,Himmat Balan,Raipur,2,1,1748,9450383
2023-10-02,Yuvaan Borah,Tiruvottiyur,4,2,1321,6372338
2023-09-24,Vanya Amble,Mehsana,1,2,1876,5385100
2023-09-21,Tejas Saran,Proddatur,1,2,1393,7612989
2023-09-30,Hridaan Sama,Raebareli,1,0,1156,4032000
2023-09-26,Ritvik Thakur,Kollam,1,2,1649,5059006
2023-09-20,Kaira Saxena,Tumkur,1,2,1603,3705170
2023-09-26,Mannat Sawhney,Tirupati,3,1,941,3470291
2023-09-26,Ira Bhalla,Sambalpur,2,2,1562,3327924
2023-09-17,Ira Batta,Mysore,4,2,1590,6327889
2023-09-27,Anya Mallick,Jehanabad,4,0,588,4829075
2023-09-24,Purab Bal,Bangalore,3,2,598,1710409
2023-09-06,Divit Goswami,Nizamabad,4,1,955,1099652
2023-09-30,Mamooty Suri,Mumbai,1,1,1412,7374916
2023-09-21,Divij Goel,Ulhasnagar,4,1,775,9210909
2023-09-10,Samar Garde,Ghaziabad,4,0,1958,2728960
2023-09-04,Zara Kant,Meerut,2,1,592,1095608
2023-09-10,Ritvik Sidhu,Madurai,1,1,1724,5964982
2023-09-05,Devansh Sachdev,Ranchi,1,2,1812,4079365
2023-09-10,Kiara Sule,Meerut,3,1,1745,6124107
2023-10-01,Heer Dara,Dhule,2,1,1428,2837041
2023-09-11,Kimaya Bhagat,Gudivada,1,2,702,5656547
2023-09-28,Shamik Manne,Bhiwandi,3,0,1749,5257879
2023-09-29,Dhruv Kanda,Bettiah,2,2,859,9298172
2023-09-18,Baiju Dua,Kakinada,3,1,1150,6342323
2023-09-14,Uthkarsh Chaudry,Udupi,2,1,1426,1166865
2023-09-10,Mohanlal Sant,Faridabad,2,2,708,2216333
2023-09-10,Ahana  Dhar,Tinsukia,2,0,1926,8033981
2023-09-09,Yakshit Ramanathan,Belgaum,4,2,759,1659037
2023-09-13,Taimur Walia,Siwan,4,2,1596,6495838
2023-10-02,Reyansh Kibe,Kota,1,0,1926,3185659
2023-10-02,Emir Balay,Hosur,4,1,549,2877766
2023-09-06,Veer Dani,Bhavnagar,2,1,728,8438705
2023-10-01,Shanaya Bhatti,Darbhanga,3,0,820,7481571
2023-09-29,Piya Krishnamurthy,Dharmavaram,2,1,1119,1088997
2023-09-27,Advik Lala,Pali,3,2,1885,3240703
2023-09-19,Ishita Kapoor,Jabalpur,4,2,1615,8623651
2023-09-25,Divij Mahajan,Eluru,3,0,623,5998853
2023-09-10,Ritvik Mand,Chapra,4,2,1938,5870604
2023-09-15,Mohanlal Kurian,Varanasi,4,2,1502,4904931
2023-09-14,Tarini Krish,Medininagar,2,2,1878,8086753
2023-09-05,Dhruv Hegde,Kakinada,2,0,1518,2583989
2023-09-28,Zain Shere,Thiruvananthapuram,3,0,1344,8227522
2023-09-06,Shamik Mand,Morbi,4,2,1279,6613062
2023-09-15,Jiya Chaudhuri,Pune,3,1,650,4009830
2023-09-27,Aaryahi Chana,Barasat,1,2,1395,1632347
2023-09-23,Pari Dalal,Ramagundam,1,0,1305,8716977
2023-09-05,Stuvan Bera,Faridabad,4,2,1444,4500147
2023-09-24,Advika Soman,Nagaon,1,0,1097,4755960
2023-10-01,Nishith Chakrabarti,Kadapa,1,1,1916,5017146
2023-09-26,Shayak Sani,Bikaner,3,1,1052,9998339
2023-09-09,Gatik Goswami,Kulti,1,0,1399,9082830
2023-09-16,Darshit Kohli,Ratlam,1,2,688,4721624
2023-09-19,Gatik Contractor,Motihari,2,2,1574,9307131
2023-09-20,Jhanvi Ramachandran,Gangtok,4,0,1704,8021248
2023-09-22,Ryan Ram,Meerut,3,1,1928,9065899
2023-09-28,Madhup Kala,Bhopal,1,2,1344,3497215
2023-09-12,Badal Sant,Gulbarga,3,0,1597,8167539
2023-09-29,Shamik Verma,Patiala,2,0,1426,6443880
2023-09-11,Zara Halder,Mehsana,1,2,1511,5766354
2023-09-04,Dishani Gill,Hyderabad,2,2,1591,7948619
2023-09-30,Pihu Dutt,Yamunanagar,4,0,670,8503155
2023-09-19,Rohan Ahluwalia,Amravati,2,0,1868,8257580
2023-09-05,Amani Dhillon,Jalandhar,3,2,1902,3184276
2023-09-08,Riya Tripathi,Raiganj,3,2,1136,3185317
2023-09-21,Divit Dash,Belgaum,3,1,968,1311178
2023-09-05,Kartik Roy,Muzaffarnagar,3,0,1051,3577124
2023-09-24,Emir Malhotra,Tiruchirappalli,4,0,815,9433091
2023-09-04,Jivika Chand,Mumbai,2,1,774,9043673
2023-09-29,Sara Iyengar,Karaikudi,4,2,645,2305611
2023-09-12,Jiya Andra,Durgapur,4,2,876,9588785
2023-09-04,Kavya Manda,Rajahmundry,1,0,1964,8778624
2023-10-01,Nitara Bala,Nellore,4,2,909,3295514
2023-09-24,Diya Chanda,Mumbai,3,2,1780,8677532
2023-09-25,Shayak Bail,Ramagundam,2,0,1352,7573527
2023-09-28,Amira Kara,Coimbatore,2,1,1021,3378342
2023-09-08,Umang Mallick,Akola,3,2,1143,8663601
2023-09-28,Tanya Taneja,Hazaribagh,1,1,558,8042308
2023-09-26,Aarav Chawla,Jehanabad,1,2,1766,9637458
2023-09-22,Hiran Deo,Vasai-Virar,3,0,1910,8379900
2023-09-08,Dhanuk Kala,Ranchi,4,2,1479,9182464
2023-09-14,Anahi Rao,Kakinada,1,2,771,4406928
2023-09-16,Vardaniya Gera,Bhusawal,3,2,672,8695633
2023-09-13,Madhav Yadav,Sultan Pur Majra,3,2,766,3110618
2023-09-13,Vidur Dixit,Danapur,3,2,1405,2388278
2023-09-19,Ishita Rajagopal,Phagwara,2,1,918,9699858
2023-09-23,Mehul Kant,Patiala,2,0,523,8051295
2023-09-16,Madhup Wagle,Gopalpur,4,2,1387,6292766
2023-10-02,Aarav Ranganathan,Bareilly,3,2,749,4848786
2023-09-25,Alia Bhardwaj,Latur,1,2,637,1241744
2023-09-15,Mishti Mane,Bhiwandi,3,1,688,7895615
2023-09-19,Rohan Thakur,Vijayawada,4,1,1191,6023352
2023-09-06,Mohanlal Bajaj,Mau,4,1,538,5231028
2023-09-22,Shray Chopra,Tadipatri,2,1,1886,7276304
2023-09-04,Zara Gara,Jalgaon,1,2,1549,7297706
2023-09-15,Farhan Gokhale,Kalyan-Dombivli,2,2,512,7676359
2023-09-19,Uthkarsh Samra,Gandhinagar,3,0,1061,1187732
2023-09-09,Rasha Tank,Vasai-Virar,3,2,1189,2980399
2023-09-23,Vaibhav Bose,Ghaziabad,3,2,648,8439113
2023-09-13,Nitya Sarraf,Gorakhpur,2,1,1105,1095356
2023-09-11,Keya Singh,Kishanganj,2,0,574,9355158
2023-09-04,Lagan Deo,Mango,1,0,752,3551369
2023-09-20,Badal Kata,Vasai-Virar,1,1,1000,9395225
2023-09-15,Mohanlal Guha,Jorhat,3,2,1571,9385506
2023-09-28,Tejas Subramanian,Kulti,3,2,1261,4222085
2023-09-09,Inaaya  Upadhyay,Moradabad,2,1,793,1376044
2023-09-05,Tarini Srivastava,Gaya,3,1,1983,2527609
2023-09-25,Aniruddh Chacko,South Dumdum,1,2,683,9345506
2023-09-16,Prisha Vohra,Ambala,2,2,1148,1023184
2023-09-20,Arnav Kalla,Tiruvottiyur,1,0,1958,2603354
2023-10-01,Gatik Sem,Junagadh,4,0,868,3139003
2023-09-24,Nakul Krishnan,Tirupati,4,1,1406,1917675
2023-09-11,Jhanvi Sathe,Pali,3,0,1129,3123230
2023-09-23,Dhanush Sampath,Berhampur,4,0,1575,3675939
2023-09-29,Vidur Dhawan,Bikaner,4,1,1899,3668116
2023-09-04,Shalv Ben,Varanasi,4,2,1182,4577749
2023-09-13,Tara Mand,Sambalpur,2,0,1979,3016632
2023-09-12,Chirag Rana,Bihar Sharif,3,2,698,4280895
2023-09-29,Samarth Dhillon,North Dumdum,3,2,1588,5184892
2023-09-13,Heer Boase,Vadodara,3,2,871,8316148
2023-09-12,Veer Jani,Parbhani,1,1,1571,7862053
2023-09-19,Stuvan Master,Erode,3,0,1630,6719552
2023-09-27,Advika Brahmbhatt,Orai,2,2,806,9759796
2023-09-08,Amira Dayal,Moradabad,4,1,577,9777577
2023-09-09,Hridaan Mangal,Kurnool,1,1,843,8770028
2023-09-04,Ahana  Karpe,Udaipur,4,1,737,8878173
2023-09-06,Anaya Gola,Tiruppur,4,1,1590,6484284
2023-09-27,Kanav Srinivasan,Aligarh,2,1,1908,5907995
2023-09-09,Jayesh Gopal,Bongaigaon,4,1,1769,6881148
2023-09-12,Dishani Srinivas,Satara,1,2,1684,5503557
2023-09-23,Yashvi Lata,Latur,4,1,1961,8448945
2023-09-08,Anvi Kapadia,Durg,3,2,1820,3247924
2023-09-23,Alia Arya,Mysore,3,1,695,8948570
2023-09-23,Samar Varty,North Dumdum,2,2,727,5846244
2023-09-26,Adah Bose,Hospet,2,0,1558,5202614
2023-09-29,Pranay Ramaswamy,Bokaro,1,2,626,6102158
2023-09-21,Mehul Sandal,Warangal,1,1,608,8652331
2023-09-09,Advika Raja,New Delhi,4,2,1543,4881167
2023-09-11,Jhanvi Garde,Thrissur,2,1,1928,1422798
2023-09-23,Adira Rastogi,Thanjavur,3,0,1456,9395566
2023-09-13,Baiju Bandi,Bhind,4,2,1577,3181239
2023-09-20,Shalv Kapur,Kumbakonam,2,1,1562,8053133
2023-09-14,Samiha Batta,Belgaum,1,0,1160,2603554
2023-09-22,Anya D’Alia,Ballia,4,1,698,1855679
2023-09-19,Nakul Behl,Faridabad,2,1,1591,8052994
2023-09-29,Jivin Dugar,Agra,2,2,1166,7027034
2023-09-28,Vaibhav Sen,Purnia,3,1,1466,1220479
2023-09-11,Samiha Raj,Shimla,1,0,605,4015847
2023-09-16,Tushar Gopal,Saharsa,2,2,1341,8009782
2023-09-04,Yashvi Chandra,Raichur,3,0,1652,9093004
2023-09-14,Krish Buch,Alappuzha,3,1,832,6544901
2023-09-24,Samarth Gour,Sambhal,3,1,765,8680239
2023-10-01,Misha Sule,Bhusawal,3,0,502,4890933
2023-09-12,Sahil Virk,Imphal,4,0,736,4824457
2023-09-14,Trisha Kanda,Bharatpur,1,0,1923,2274170
2023-09-25,Shray Shenoy,Unnao,1,2,751,6645127
2023-09-07,Diya Dugal,Jamnagar,1,2,857,2286360
2023-10-02,Prerak Bhavsar,Sasaram,3,1,1658,1276564
2023-09-25,Kimaya Bedi,Phagwara,4,2,1070,9471134
2023-09-27,Prerak Arora,Ichalkaranji,4,0,785,6827170
2023-09-22,Urvi Shan,Vasai-Virar,2,1,720,7655946
2023-09-20,Sahil Jain,Munger,1,1,1691,3705165
2023-09-28,Umang Kapadia,Tumkur,3,2,684,4008335
